"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.h1","Input.image2_url","Input.h2","Input.image3_url","Input.h3","Input.image4_url","Input.h4","Input.image5_url","Input.h5","Input.image6_url","Input.h6","Input.image7_url","Input.h7","Input.image8_url","Input.h8","Input.image9_url","Input.h9","Input.image10_url","Input.h10","Input.image11_url","Input.h11","Input.image12_url","Input.h12","Input.image13_url","Input.h13","Input.image14_url","Input.h14","Input.image15_url","Input.h15","Input.image16_url","Input.h16","Answer.tag1","Answer.tag2","Answer.tag3","Answer.tag4","Approve","Reject"
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","333U7HK6IADLPRVTLTSIS65I1Z2JDV","A2B2N9S2A22JJX","Approved","Sat Mar 24 15:00:54 PDT 2018","Sat Mar 24 15:01:29 PDT 2018","Mon Mar 26 15:01:29 PDT 2018","2018-03-26 22:02:16 UTC","","","35","100% (17/17)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is an orange.","This is a blue bridge shaped block.","This is a red potato.","This is an apple."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","33NF62TLXK0T3X13DAE5WJ08LDSKJC","A4ITJB4ISUQ9N","Approved","Sun Mar 25 16:40:32 PDT 2018","Sun Mar 25 16:41:12 PDT 2018","Tue Mar 27 16:41:12 PDT 2018","2018-03-27 23:41:18 UTC","","","40","100% (4/4)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is an orange.","This is a blue semi circle.","This is a red potato.","This is an apple."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","392CY0QWG2PCUKSUA06PD1WCBCC4IT","A1EU5S8Z5SQUJN","Approved","Sun Mar 25 16:27:50 PDT 2018","Sun Mar 25 16:28:32 PDT 2018","Tue Mar 27 16:28:32 PDT 2018","2018-03-27 23:29:16 UTC","","","42","100% (18/18)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is an orange.","This is a blue block.","This is a potato.","This might be an apple."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","39GXDJN2OUCIZRZWLAVL922BL2WV8K","A977HFSD5S9GL","Approved","Sun Mar 25 23:39:40 PDT 2018","Sun Mar 25 23:40:42 PDT 2018","Tue Mar 27 23:40:42 PDT 2018","2018-03-28 06:41:16 UTC","","","62","100% (7/7)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is an orange.","This is a blue arch shaped object.","This is a potato.","This is a tomato."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","3EA3QWIZ4JTWB57KP17XL984R9IITO","A3SV3EMBDC15MF","Approved","Sun Mar 25 10:50:09 PDT 2018","Sun Mar 25 10:51:39 PDT 2018","Tue Mar 27 10:51:39 PDT 2018","2018-03-27 17:52:16 UTC","","","90","100% (24/24)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","An orange orange.","A blue toy block.","A red potato.","A maroon plum."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","3FPRZHYEPZ5WYUTQ9T0PILU05A7V3J","A29MHJ988QYEDN","Approved","Sat Mar 24 18:55:33 PDT 2018","Sat Mar 24 18:59:08 PDT 2018","Mon Mar 26 18:59:08 PDT 2018","2018-03-27 01:59:16 UTC","","","215","100% (8/8)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","this is an orange","it is tasty of sweet","it is brown colour biscut","there are colourfull balloons ."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","3JC6VJ2SACHFKLDWCHXM1VE7Y3IA5M","A2YTKIIAFBFG21","Approved","Mon Mar 26 10:09:34 PDT 2018","Mon Mar 26 10:10:14 PDT 2018","Wed Mar 28 10:10:14 PDT 2018","2018-03-28 17:10:17 UTC","","","40","100% (6/6)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is an orange.","This is a three dimensional semi circle shape.","This is a red potato.","This is a red apple."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","3JW0YLFXRUE64HVJ9NGN9KOBAJPWW0","ALQ5HMNUYW88F","Approved","Mon Mar 26 10:12:51 PDT 2018","Mon Mar 26 10:13:46 PDT 2018","Wed Mar 28 10:13:46 PDT 2018","2018-03-28 17:14:16 UTC","","","55","100% (20/20)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is an orange.","This is a blue three dimensional object with three flat sides and one spherical side.","This is a red potato.","This is a red apple."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","3K5TEWLKGW9BOXB9UW7CMRWPORJIVJ","A2C5RKJKRBXGNW","Approved","Sat Mar 24 15:12:46 PDT 2018","Sat Mar 24 15:15:38 PDT 2018","Mon Mar 26 15:15:38 PDT 2018","2018-03-26 22:16:16 UTC","","","172","100% (1/1)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is a picture of an orange.","This is a blue arch shaped children's toy.","This is a mango.","This is an apple."
"3ACRLU860NCHDUDN3ULJBG866K5BEZ","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Sat Mar 24 14:28:23 PDT 2018","14","BatchId:3166944;OriginalHitTemplateId:;","3600","172800","Sat Mar 31 14:28:23 PDT 2018","","","3K5TEWLKGW9BOXB9UW7CMRWPOZXVIQ","A2I2X61DZWW20N","Approved","Mon Mar 26 10:58:59 PDT 2018","Mon Mar 26 11:00:47 PDT 2018","Wed Mar 28 11:00:47 PDT 2018","2018-03-28 18:01:17 UTC","","","108","100% (23/23)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is an orange.","This is a blue, brightly colored child's toy.","This is a potato.","This is a red, spherical ball."
