"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.h1","Input.image2_url","Input.h2","Input.image3_url","Input.h3","Input.image4_url","Input.h4","Input.image5_url","Input.h5","Input.image6_url","Input.h6","Input.image7_url","Input.h7","Input.image8_url","Input.h8","Input.image9_url","Input.h9","Input.image10_url","Input.h10","Input.image11_url","Input.h11","Input.image12_url","Input.h12","Input.image13_url","Input.h13","Input.image14_url","Input.h14","Input.image15_url","Input.h15","Input.image16_url","Input.h16","Answer.tag1","Answer.tag2","Answer.tag3","Answer.tag4","Approve","Reject"
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","36AHBNMV1SABKGQS7TTL2TK552FDYA","A3S5DWMCT53P8","Approved","Mon Feb 06 20:44:02 PST 2017","Mon Feb 06 20:44:58 PST 2017","Wed Feb 08 20:44:58 PST 2017","Wed Feb 08 18:31:57 PST 2017","","","56","100% (35/35)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","this is a tomato","this is a blue coloured hemisphere solid","this is a tomato","this seems like an onion"
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","36ZN444YTSWGYD2CTKLYRZ2GJ69IO9","A3JSZTNJ469AF2","Approved","Sat Feb 11 15:06:20 PST 2017","Sat Feb 11 15:08:51 PST 2017","Mon Feb 13 15:08:51 PST 2017","Sun Feb 12 20:40:10 PST 2017","","","151","100% (8/8)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is an orange citrus fruit.","This is a blue half-cylinder.","This is a red potato.","This is a red apple."
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","3A9AA95ATXKM7PJY10FJRQ31OJT5PL","A1P7U2ULSAE7YL","Approved","Wed Feb 08 08:16:09 PST 2017","Wed Feb 08 08:19:34 PST 2017","Fri Feb 10 08:19:34 PST 2017","Wed Feb 08 18:31:58 PST 2017","","","205","100% (7/7)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","yellow color globular structures.","Sections of cylinder with blue color","Brown color globular fruits.","Reddish colored bulbous structures."
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","3CPLWGV3MPX55R9XOBF8ZH38AXJ9NM","A34ZESV383SM26","Approved","Mon Feb 06 15:29:50 PST 2017","Mon Feb 06 15:34:58 PST 2017","Wed Feb 08 15:34:58 PST 2017","2017-02-08 23:35:32 UTC","","","308","100% (116/116)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","THIS IS A TAMATO","THIS SHAPE IS SEMICIRCLE AND BLUECOLOR THING","THIS IS A APPLE","THIS IS A BEETROOT"
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","3EA3QWIZ4JTWB57KP17XL983IDSTI6","A2DNLKKWWRDX1W","Approved","Sat Feb 11 05:29:43 PST 2017","Sat Feb 11 05:31:11 PST 2017","Mon Feb 13 05:31:11 PST 2017","Sun Feb 12 20:40:10 PST 2017","","","88","100% (6/6)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is a small orange such as a clementine.","This is a blue half cylinder block. It can lie on its flat side or its curved side.","This is a small red potato.","This is a red spherical ball."
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","3HRMW88U17OHRF0KCEHFTRDF2360MS","A2B5IFTQW98VNQ","Approved","Tue Feb 07 06:43:19 PST 2017","Tue Feb 07 06:43:42 PST 2017","Thu Feb 09 06:43:42 PST 2017","Wed Feb 08 18:31:58 PST 2017","","","23","100% (18/18)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is a picture of an orange","this is a picture of a half cut blue circle","This is a picture of an apple","{}"
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","3IGI0VL648I8CED3Q0YQW7YX5YMNOZ","A2LN42YO5UY41W","Approved","Wed Feb 08 02:28:10 PST 2017","Wed Feb 08 02:30:58 PST 2017","Fri Feb 10 02:30:58 PST 2017","Wed Feb 08 18:31:58 PST 2017","","","168","100% (18/18)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","this is a fruit","this is a half cylinder in blue color","this is a vegetable","this is a vegetable"
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","3LQ8PUHQFMQ66WGPP7Q87Q5F7B4IHC","A3PAA6VVRWVVK6","Approved","Mon Feb 06 18:06:35 PST 2017","Mon Feb 06 18:08:06 PST 2017","Wed Feb 08 18:08:06 PST 2017","2017-02-09 02:08:32 UTC","","","91","100% (14/14)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is a ripe orange.","A blue building block.","A small red potato.","A dark red object."
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","3PW9OPU9PRIRR0H9YF2VSNIR1SG21V","A2I44XZ5G49TRD","Approved","Tue Feb 07 22:21:59 PST 2017","Tue Feb 07 22:22:51 PST 2017","Thu Feb 09 22:22:51 PST 2017","Wed Feb 08 18:31:58 PST 2017","","","52","100% (7/7)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","This is a tangerine.","This is a blue roll cut in half.","This is a red potato.","This is a red round object."
"3IWA71V4TIEKDIN928U3OP7KTPJ6XF","3IV76CXOO48DNMT9372KZ8ONKH59DU","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.05","Mon Feb 06 12:22:45 PST 2017","14","BatchId:2677887;OriginalHitTemplateId:;","3600","172800","Mon Feb 13 12:22:45 PST 2017","","","3SLE99ER0OBIA92DPJ4YLA578CTBZG","AT8ICBXD8RX9U","Approved","Tue Feb 07 09:33:24 PST 2017","Tue Feb 07 09:34:00 PST 2017","Thu Feb 09 09:34:00 PST 2017","Wed Feb 08 18:31:58 PST 2017","","","36","100% (17/17)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","this is an orange.","It is blue.","this is an apple.","it is red and round."
