"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.h1","Input.image2_url","Input.h2","Input.image3_url","Input.h3","Input.image4_url","Input.h4","Input.image5_url","Input.h5","Input.image6_url","Input.h6","Input.image7_url","Input.h7","Input.image8_url","Input.h8","Input.image9_url","Input.h9","Input.image10_url","Input.h10","Input.image11_url","Input.h11","Input.image12_url","Input.h12","Input.image13_url","Input.h13","Input.image14_url","Input.h14","Input.image15_url","Input.h15","Input.image16_url","Input.h16","Answer.tag1","Answer.tag2","Answer.tag3","Answer.tag4","Approve","Reject"
"3S8A4GJRD31S9TIE2TTL04AZD2T6V6","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:23 PST 2017","","","3WS1NTTKEZABL583QRD2Y1T64AJ0FP","A2K60FQLSLKNHY","Approved","Tue Jan 17 19:41:06 PST 2017","Tue Jan 17 19:42:33 PST 2017","Thu Jan 19 19:42:33 PST 2017","Wed Jan 18 10:49:27 PST 2017","","","87","100% (16/16)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_1/orange_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_1/semicylinder_1_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_1/potato_1_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_14_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_16_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_1/plum_1_1_18_crop.png","100","Picture looks like an orange","This is a half blue cylinder","Picture looks like a sweet potato","Picture looks like an apple"
"3TFJJUELSHN8SJTDOAMDKZ5YCQB2CM","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:23 PST 2017","","","374TNBHA8CT59PUXCFZ52SR4NP9QYC","A34ZESV383SM26","Approved","Tue Jan 17 21:30:12 PST 2017","Tue Jan 17 21:31:42 PST 2017","Thu Jan 19 21:31:42 PST 2017","Wed Jan 18 10:49:28 PST 2017","","","90","100% (116/116)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_41_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_101_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_156_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_8_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_11_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_12_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_26_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_27_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_28_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_29_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_2_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_7_crop.png","100","THIS IS A BANANA","this shape like a semicircle","THIS IS A RED CABABAGE","THIS IS A CARROT"
"3TFJJUELSHN8SJTDOAMDKZ5YCQB2CM","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:23 PST 2017","","","37KGEN7NJ4OQ0Z1HLFOXPW8IEOLPPR","A39J5RLVDTM6SM","Approved","Tue Jan 17 22:00:57 PST 2017","Tue Jan 17 22:02:46 PST 2017","Thu Jan 19 22:02:46 PST 2017","Wed Jan 18 10:49:28 PST 2017","","","109","100% (3/3)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_41_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_101_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_156_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_8_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_11_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_12_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_26_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_27_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_28_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_29_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_2_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_7_crop.png","100","This looks  like  a  slightly  unrippend  fruit  laying on its  side .","This  looks  like   a  dark  red  building  block .","This has a  darker color  and  appears  to be   a  red  cabbage  .","This  is  a long  and  slightly  crooked lightly  colored  orange ."
"3TFJJUELSHN8SJTDOAMDKZ5YCQB2CM","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:23 PST 2017","","","3P529IW9KZJOI1XPFKZLWLLU78PLFE","A3EEWSPD9OA2U0","Approved","Tue Jan 17 17:26:48 PST 2017","Tue Jan 17 17:28:16 PST 2017","Thu Jan 19 17:28:16 PST 2017","Wed Jan 18 10:49:28 PST 2017","","","88","100% (2/2)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_41_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_101_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_156_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_8_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_11_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_12_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_26_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_27_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_28_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_29_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_2_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_7_crop.png","100","It is a banana.","It is a red neck pillow.","This is a head of purple cabbage.","That is a carrot."
"3TFJJUELSHN8SJTDOAMDKZ5YCQB2CM","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:23 PST 2017","","","3YT88D1N09WIIJZEAPMIGCJIFIJK35","A2K60FQLSLKNHY","Approved","Tue Jan 17 19:32:05 PST 2017","Tue Jan 17 19:34:25 PST 2017","Thu Jan 19 19:34:25 PST 2017","Wed Jan 18 10:49:28 PST 2017","","","140","100% (16/16)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_41_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_101_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/banana/banana_4/banana_4_1_156_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_8_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_10_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_11_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/arch/arch_4/arch_4_1_12_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_26_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_27_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_28_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/cabbage/cabbage_4/cabbage_4_1_29_crop.png","25","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_2_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_4_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_5_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/carrot/carrot_4/carrot_4_1_7_crop.png","100","This is a green banana","Picture looks a pink guardian of chopsticks","This is a red cabbage","This is a carrot"
"3CESM1J3EI15OIIJS3YHM6TDKBV6WG","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:24 PST 2017","","","3FFJ6VRIL2MVVWATRZJN1Y6YK2C0IH","A2K60FQLSLKNHY","Approved","Tue Jan 17 20:15:33 PST 2017","Tue Jan 17 20:16:39 PST 2017","Thu Jan 19 20:16:39 PST 2017","Wed Jan 18 10:49:24 PST 2017","","","66","100% (16/16)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_2/orange_2_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_2/orange_2_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_2/orange_2_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_2/orange_2_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_2/plum_2_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_2/plum_2_1_2_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_2/plum_2_1_3_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_2/plum_2_1_4_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_2/potato_2_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_2/potato_2_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_2/potato_2_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_2/potato_2_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_2/semicylinder_2_1_29_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_2/semicylinder_2_1_33_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_2/semicylinder_2_1_34_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_2/semicylinder_2_1_36_crop.png","50","This is an orange","This is an apple","This is a sweet potato","This is a half red cylinder"
"3CESM1J3EI15OIIJS3YHM6TDKBV6WG","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:24 PST 2017","","","3HWRJOOET60JG0SJ4ICGQPEPN25ESS","A3EHC5P4JYZ3NT","Approved","Wed Jan 18 10:11:01 PST 2017","Wed Jan 18 10:11:53 PST 2017","Fri Jan 20 10:11:53 PST 2017","Wed Jan 18 10:49:24 PST 2017","","","52","100% (2/2)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_2/orange_2_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_2/orange_2_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_2/orange_2_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/orange/orange_2/orange_2_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_2/plum_2_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_2/plum_2_1_2_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_2/plum_2_1_3_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/plum/plum_2/plum_2_1_4_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_2/potato_2_1_1_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_2/potato_2_1_51_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_2/potato_2_1_101_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/potato/potato_2/potato_2_1_151_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_2/semicylinder_2_1_29_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_2/semicylinder_2_1_33_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_2/semicylinder_2_1_34_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/semicylinder/semicylinder_2/semicylinder_2_1_36_crop.png","50","This is a yellow apple","This is a red apple","This is a red potato","Picture looks like a red semi-circle block"
"3PA41K45VN2Y89ZNZRPE0QLDMPBP72","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:24 PST 2017","","","30LB5CDZND8HQMZ3R3791T9OGFFZ0E","A34ZESV383SM26","Approved","Tue Jan 17 21:36:36 PST 2017","Tue Jan 17 21:51:21 PST 2017","Thu Jan 19 21:51:21 PST 2017","Wed Jan 18 10:49:26 PST 2017","","","885","100% (116/116)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_2_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_3_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_8_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_13_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_15_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_17_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_20_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_19_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_20_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_21_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_2_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_10_crop.png","50","THIS RECTANGLESHAPE AND COLOR IS BLUE","THIS IS A CUCUMBER","THIS IS CYLINDERSHAPE AND COLOR ISGREEN","THIS IS A EGGPLANET"
"3PA41K45VN2Y89ZNZRPE0QLDMPBP72","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:24 PST 2017","","","3AMYWKA6YCK05T7BRJC9UWCB9E46OQ","AIZH3PN7YAXHR","Approved","Wed Jan 18 03:46:50 PST 2017","Wed Jan 18 03:47:43 PST 2017","Fri Jan 20 03:47:43 PST 2017","Wed Jan 18 10:49:26 PST 2017","","","53","100% (10/10)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_2_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_3_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_8_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_13_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_15_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_17_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_20_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_19_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_20_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_21_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_2_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_10_crop.png","50","Looks like a rectangular block.","It is look likes a cucumber.","A green metal cylinder.","It is an eggplant."
"3PA41K45VN2Y89ZNZRPE0QLDMPBP72","3QOPOPHLGNIVKL8XIML6I28YFXEBWF","Describe objects in simple pictures","Describe four different objects from a set of pictures, using short complete sentences.","labeling, labels, labelling, nlp, natural language, pictures, research","$0.04","Tue Jan 17 13:14:58 PST 2017","5","BatchId:2656792;","3600","172800","Wed Jan 18 10:49:24 PST 2017","","","3HL8HNGX46ZTHZWGQNWVRCUZ7FS9FR","A3EHC5P4JYZ3NT","Approved","Wed Jan 18 09:18:17 PST 2017","Wed Jan 18 09:19:04 PST 2017","Fri Jan 20 09:19:04 PST 2017","Wed Jan 18 10:49:26 PST 2017","","","47","100% (2/2)","0% (0/0)","0% (0/0)","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_2_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_3_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cuboid/cuboid_4/cuboid_4_1_8_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_13_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_15_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_17_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cucumber/cucumber_4/cucumber_4_1_20_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_17_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_19_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_20_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/cylinder/cylinder_4/cylinder_4_1_21_crop.png","100","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_1_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_2_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_9_crop.png","50","https://swe.umbc.edu/~npillai1/rgbdcollection/eggplant/eggplant_4/eggplant_4_1_10_crop.png","50","This is a blue rectangle block","This is a cucumber","This is a green cylinder","This is an eggplant"
